,User,Content,Like_Count,Quote_Count,Reply_Count,Date,content_words,words,neg,neu,pos,compound,label
921,187,@NEWSMAX The Market Is falling down by itself Because of the highest gas prices in the world and mark my words The petroleum lords will lower prices when They see what they did to the whole world economy,1,0,0,2023-03-17,newsmax market falling highest gas prices mark words petroleum lords lower prices see whole economy,"['newsmax', 'market', 'falling', 'highest', 'gas', 'prices', 'mark', 'words', 'petroleum', 'lords', 'lower', 'prices', 'see', 'whole', 'economy']",0.226,0.774,0.0,-0.4215,negative
922,3536,"""global elites run the world economy"" bitch we all know the guy at valve who made the negev cheaper than an smg was tired of being stuck in mg2",0,0,0,2023-03-17,global elites run economy bitch know guy valve made negev cheaper smg tired stuck,"['global', 'elites', 'run', 'economy', 'bitch', 'know', 'guy', 'valve', 'made', 'negev', 'cheaper', 'smg', 'tired', 'stuck']",0.442,0.558,0.0,-0.8271,negative
923,759,"@unusual_whales Only 30% of the world economy is REAL money or gold.
70% is speculation, credit and illusion like Bitcoins.
COVID cut credit and ceased the illusion.  The Wheel stopped.
Now we wil see *WHO REALLY* has the money and who doesn't.
...WAIT FOR IT....",0,0,0,2023-03-17,unusualwhales economy real money gold speculation credit illusion like bitcoinscovid cut credit ceased illusion wheel stoppednow wil see really money doesntwait,"['unusualwhales', 'economy', 'real', 'money', 'gold', 'speculation', 'credit', 'illusion', 'like', 'bitcoinscovid', 'cut', 'credit', 'ceased', 'illusion', 'wheel', 'stoppednow', 'wil', 'see', 'really', 'money', 'doesntwait']",0.078,0.634,0.287,0.6808,positive
924,92,"@lisaabramowicz1 @LizAnnSonders The error in the implementation &amp; misjudgements of rates, of Fed tightening, has caused heavy damage to the whole world economy. The latest 'visible victim' is SVB.
Credit Suisse was already there, for many of their own wrong strategies,kept-under-carpet, but exposed eventually.",0,0,0,2023-03-17,lizannsonders error implementation amp misjudgements rates fed tightening caused heavy damage whole economy latest visible victim svbcredit suisse already wrong strategieskeptundercarpet exposed eventually,"['lizannsonders', 'error', 'implementation', 'amp', 'misjudgements', 'rates', 'fed', 'tightening', 'caused', 'heavy', 'damage', 'whole', 'economy', 'latest', 'visible', 'victim', 'svbcredit', 'suisse', 'already', 'wrong', 'strategieskeptundercarpet', 'exposed', 'eventually']",0.408,0.592,0.0,-0.886,negative
925,3148,"What does a CEO do after his bank collapses, causing ripples throughout the world economy?  Why, he flies first class to Hawaii with his wife to his $3.2-million home in Maui. Of course.  @SVBSpokesperson https://t.co/7h2cJKgSS8",464,16,32,2023-03-17,ceo bank collapses causing ripples throughout economy flies first class hawaii wife million home maui course svbspokesperson,"['ceo', 'bank', 'collapses', 'causing', 'ripples', 'throughout', 'economy', 'flies', 'first', 'class', 'hawaii', 'wife', 'million', 'home', 'maui', 'course', 'svbspokesperson']",0.121,0.879,0.0,-0.296,negative
926,2752,"@Ajay_Bagga Asset quality will deteriorate gradually. It's just the tip of the iceberg. Profits coming down and interests are increasing. The world economy is heading towards a recession gradually, the effects can be seen in the next 2 qtrs. What's ur take on this sir?",0,0,0,2023-03-17,ajaybagga asset quality deteriorate gradually tip iceberg profits coming interests increasing economy heading towards recession gradually effects seen next qtrs whats ur take sir,"['ajaybagga', 'asset', 'quality', 'deteriorate', 'gradually', 'tip', 'iceberg', 'profits', 'coming', 'interests', 'increasing', 'economy', 'heading', 'towards', 'recession', 'gradually', 'effects', 'seen', 'next', 'qtrs', 'whats', 'ur', 'take', 'sir']",0.093,0.662,0.245,0.5574,positive
927,742,@PeterSchiff The dollar is going to weaken because of feds recent decisions. I am just waiting and watching. The world economy is interdependent,1,0,1,2023-03-17,peterschiff dollar going weaken feds recent decisions waiting watching economy interdependent,"['peterschiff', 'dollar', 'going', 'weaken', 'feds', 'recent', 'decisions', 'waiting', 'watching', 'economy', 'interdependent']",0.219,0.781,0.0,-0.4215,negative
928,2376,"The Controlled Collapse of the World Economy – Find Out What They’re Planning Next

https://t.co/6YA72aQmI6",0,0,0,2023-03-17,controlled collapse economy – find they’re planning next,"['controlled', 'collapse', 'economy', '–', 'find', 'they’re', 'planning', 'next']",0.348,0.652,0.0,-0.4939,negative
929,1344,"@ConsumersFirst @GovRonDeSantis ESG is a direct threat to America, but also to the world economy and individual economic freedom everywhere!!
ESG needs to be done away with completely!!

@HouseGOP @SenateGOP",0,0,0,2023-03-17,consumersfirst govrondesantis esg direct threat america also economy individual economic freedom everywhereesg needs done away completelyhousegop senategop,"['consumersfirst', 'govrondesantis', 'esg', 'direct', 'threat', 'america', 'also', 'economy', 'individual', 'economic', 'freedom', 'everywhereesg', 'needs', 'done', 'away', 'completelyhousegop', 'senategop']",0.15,0.664,0.186,0.2023,positive
930,3212,"@VoxXciv Even if that was true (and I believe this is a premature conclusion), being a supplier of oil and gas is everything but insignificant in a world economy that is largely based on those resources. Saudi Arabia is „a mere supplier of oil“, yet a geostrategically vital region.",0,0,1,2023-03-17,voxxciv even true believe premature conclusion supplier oil gas everything insignificant economy largely based resources saudi arabia „a mere supplier oil“ yet geostrategically vital region,"['voxxciv', 'even', 'true', 'believe', 'premature', 'conclusion', 'supplier', 'oil', 'gas', 'everything', 'insignificant', 'economy', 'largely', 'based', 'resources', 'saudi', 'arabia', '„a', 'mere', 'supplier', 'oil“', 'yet', 'geostrategically', 'vital', 'region']",0.082,0.748,0.17,0.3818,positive
931,267,@MikeHudema It stays forever because it makes the world economy work properly,0,0,0,2023-03-17,mikehudema stays forever makes economy work properly,"['mikehudema', 'stays', 'forever', 'makes', 'economy', 'work', 'properly']",0.0,1.0,0.0,0.0,neutral
932,1747,"@MyWanderingEyes @J59589191 @sethpetersonla @jonnybjaa @lsferguson @ForAshli Ah yes, create a virus that kills thousands of people, cripple the entire world economy for every country.....just to dethrone the orange man who won in 2016 by about 80,000 votes from 3-4 swing states.",1,0,0,2023-03-17,mywanderingeyes sethpetersonla jonnybjaa lsferguson forashli ah yes create virus kills thousands people cripple entire economy every countryjust dethrone orange man votes swing states,"['mywanderingeyes', 'sethpetersonla', 'jonnybjaa', 'lsferguson', 'forashli', 'ah', 'yes', 'create', 'virus', 'kills', 'thousands', 'people', 'cripple', 'entire', 'economy', 'every', 'countryjust', 'dethrone', 'orange', 'man', 'votes', 'swing', 'states']",0.124,0.707,0.17,0.0772,positive
933,1856,"@RBReich All thanks to Joe Biden and all the printed money he’s infused the national and world economy.

What the heck else can he screw the eff up?!",0,0,0,2023-03-17,rbreich thanks joe biden printed money he’s infused national economywhat heck else screw eff,"['rbreich', 'thanks', 'joe', 'biden', 'printed', 'money', 'he’s', 'infused', 'national', 'economywhat', 'heck', 'else', 'screw', 'eff']",0.086,0.736,0.178,0.3612,positive
934,611,"@Rothmus It's because bitcoin, car engines, world economy, inflation, stock market, and caloric deficits all make logical sense 😁",10,0,2,2023-03-17,rothmus bitcoin car engines economy inflation stock market caloric deficits make logical sense 😁,"['rothmus', 'bitcoin', 'car', 'engines', 'economy', 'inflation', 'stock', 'market', 'caloric', 'deficits', 'make', 'logical', 'sense', '😁']",0.0,1.0,0.0,0.0,neutral
935,557,"@atensnut Please read my book, "" Frustrated man haters need to stock up on CARROTS 🥕"" .  It might give you some guidance when this administration devastates the world economy.  Fresh fruits and vegetables will be in short supply.",0,0,0,2023-03-17,atensnut please read book frustrated man haters need stock carrots 🥕 might give guidance administration devastates economy fresh fruits vegetables short supply,"['atensnut', 'please', 'read', 'book', 'frustrated', 'man', 'haters', 'need', 'stock', 'carrots', '🥕', 'might', 'give', 'guidance', 'administration', 'devastates', 'economy', 'fresh', 'fruits', 'vegetables', 'short', 'supply']",0.335,0.516,0.148,-0.7783,negative
936,1032,"I know that my right leaning friends are not going to like it, but I just want to say thank you to the master of puppets 😜 for stepping up &amp; keeping the world economy alive, we are going to have a lot of fun together. Thank you. 
See you soon
Love, 
~ J 
#Justice",0,0,0,2023-03-17,know right leaning friends going like want say thank master puppets 😜 stepping amp keeping economy alive going lot fun together thank see soonlove j justice,"['know', 'right', 'leaning', 'friends', 'going', 'like', 'want', 'say', 'thank', 'master', 'puppets', '😜', 'stepping', 'amp', 'keeping', 'economy', 'alive', 'going', 'lot', 'fun', 'together', 'thank', 'see', 'soonlove', 'j', 'justice']",0.0,0.43,0.57,0.9595,positive
937,1766,"The world economy will change again. Don't get me wrong. Question is how.

Will Silicon Valley dominate and remake everything time and again? Or will AI make SV's advantages universal, so other industries level the playing field? Something else altogether?",7,1,1,2023-03-17,economy change dont get wrong question howwill silicon valley dominate remake everything time ai make svs advantages universal industries level playing field something else altogether,"['economy', 'change', 'dont', 'get', 'wrong', 'question', 'howwill', 'silicon', 'valley', 'dominate', 'remake', 'everything', 'time', 'ai', 'make', 'svs', 'advantages', 'universal', 'industries', 'level', 'playing', 'field', 'something', 'else', 'altogether']",0.051,0.715,0.233,0.6546,positive
938,54,"@chalky237 We used to have a well respected system called the British Kitemark. Watered down to the eu CE mark
British standards built the world economy.
A new &amp; fair human rights standard could lead the way.",0,0,0,2023-03-17,used well respected system called british kitemark watered eu ce markbritish standards built economya new amp fair human rights standard could lead way,"['used', 'well', 'respected', 'system', 'called', 'british', 'kitemark', 'watered', 'eu', 'ce', 'markbritish', 'standards', 'built', 'economya', 'new', 'amp', 'fair', 'human', 'rights', 'standard', 'could', 'lead', 'way']",0.0,0.727,0.273,0.7579,positive
939,1442,@HilerTamara The leading representative of liberalism on earth is obliged to destroy every aspect of conservatism he encounters including the US economy. Leading  naturally to the destruction of the world economy.  This  won't happen pragmatically sidesteping his principles hopefully.,0,0,0,2023-03-17,hilertamara leading representative liberalism earth obliged destroy every aspect conservatism encounters including us economy leading naturally destruction economy wont happen pragmatically sidesteping principles hopefully,"['hilertamara', 'leading', 'representative', 'liberalism', 'earth', 'obliged', 'destroy', 'every', 'aspect', 'conservatism', 'encounters', 'including', 'us', 'economy', 'leading', 'naturally', 'destruction', 'economy', 'wont', 'happen', 'pragmatically', 'sidesteping', 'principles', 'hopefully']",0.233,0.68,0.087,-0.6705,negative
940,2074,"@Bryce6869C @TheKimulation I dunno, the choice you're posing is ""destroy the chips that make the world economy possible"" and ""negotiate with China to buy those same chips."" Also the rest of the world might not be too pleased that the US destroyed the chips just to keep China from having them.",0,0,1,2023-03-17,thekimulation dunno choice youre posing destroy chips make economy possible negotiate china buy chips also rest might pleased us destroyed chips keep china,"['thekimulation', 'dunno', 'choice', 'youre', 'posing', 'destroy', 'chips', 'make', 'economy', 'possible', 'negotiate', 'china', 'buy', 'chips', 'also', 'rest', 'might', 'pleased', 'us', 'destroyed', 'chips', 'keep', 'china']",0.226,0.676,0.098,-0.5859,negative
941,2670,@DanielxPrado @BryanLegendCEO @cz_binance @VitalikButerin @TheCryptoLark @TheToriant @ChiniGives @MrMarcoThunder 300$ 🤩 wow that’s a pretty bold prediction in a rapidly deteriorating world economy. But hey one can dream 💭,0,0,1,2023-03-17,danielxprado bryanlegendceo czbinance vitalikbuterin thecryptolark thetoriant chinigives mrmarcothunder 🤩 wow that’s pretty bold prediction rapidly deteriorating economy hey one dream 💭,"['danielxprado', 'bryanlegendceo', 'czbinance', 'vitalikbuterin', 'thecryptolark', 'thetoriant', 'chinigives', 'mrmarcothunder', '🤩', 'wow', 'that’s', 'pretty', 'bold', 'prediction', 'rapidly', 'deteriorating', 'economy', 'hey', 'one', 'dream', '💭']",0.0,0.564,0.436,0.891,positive
942,1712,"Dear all,Our leader Modi Ji is doing what is regarded by world order as war declared on 💰 based Deep State controlling world economy. Stand by him.He needs it more than ever. Enemies assets Cong Cabal Ecosystem will try to sabotage, don't allow corrupt Cong to disrupt our rise",3,0,0,2023-03-17,dear allour leader modi ji regarded order war declared 💰 based deep state controlling economy stand himhe needs ever enemies assets cong cabal ecosystem try sabotage dont allow corrupt cong disrupt rise,"['dear', 'allour', 'leader', 'modi', 'ji', 'regarded', 'order', 'war', 'declared', '💰', 'based', 'deep', 'state', 'controlling', 'economy', 'stand', 'himhe', 'needs', 'ever', 'enemies', 'assets', 'cong', 'cabal', 'ecosystem', 'try', 'sabotage', 'dont', 'allow', 'corrupt', 'cong', 'disrupt', 'rise']",0.293,0.603,0.104,-0.8345,negative
943,2074,"@Bryce6869C @TheKimulation If you really believed that the world economy had blundered so badly that the only thing standing between us and a new Great Depression was Taiwanese chip making, you would be willing to give the island to China tomorrow if necessary. Because a war with China would destroy it.",0,0,1,2023-03-17,thekimulation really believed economy blundered badly thing standing us new great depression taiwanese chip making would willing give island china tomorrow necessary war china would destroy,"['thekimulation', 'really', 'believed', 'economy', 'blundered', 'badly', 'thing', 'standing', 'us', 'new', 'great', 'depression', 'taiwanese', 'chip', 'making', 'would', 'willing', 'give', 'island', 'china', 'tomorrow', 'necessary', 'war', 'china', 'would', 'destroy']",0.361,0.534,0.104,-0.8779,negative
944,968,.@RepMeijer @RepFredUpton @RepHuizenga It’s time for you to explain to your current and former colleagues in the House that holding the world economy hostage by threatening US debt default is economic terrorism—irresponsible and dangerous.,0,0,0,2023-03-17,repmeijer repfredupton rephuizenga it’s time explain current former colleagues house holding economy hostage threatening us debt default economic terrorism—irresponsible dangerous,"['repmeijer', 'repfredupton', 'rephuizenga', 'it’s', 'time', 'explain', 'current', 'former', 'colleagues', 'house', 'holding', 'economy', 'hostage', 'threatening', 'us', 'debt', 'default', 'economic', 'terrorism—irresponsible', 'dangerous']",0.346,0.654,0.0,-0.8402,negative
945,1265,@GordonGChang Do you think China's going to pull the trigger on Taiwan? They are making all the prep moves and they will never have a better shot. Their population is in collapse and if the world economy crashes then theirs goes down -hard. Add in a weak President who is compromised with CCP $,0,0,0,2023-03-17,gordongchang think chinas going pull trigger taiwan making prep moves never better shot population collapse economy crashes goes hard add weak president compromised ccp,"['gordongchang', 'think', 'chinas', 'going', 'pull', 'trigger', 'taiwan', 'making', 'prep', 'moves', 'never', 'better', 'shot', 'population', 'collapse', 'economy', 'crashes', 'goes', 'hard', 'add', 'weak', 'president', 'compromised', 'ccp']",0.331,0.669,0.0,-0.8362,negative
946,2373,"@kevinriggle You, have to think about the world economy, and how investors can take advantage of weak economies all over the world to understand, why they took this strong dollar approach, which means they will probably also hike another .5 this months just like the ECB did today.",0,0,1,2023-03-16,kevinriggle think economy investors take advantage weak economies understand took strong dollar approach means probably also hike another months like ecb today,"['kevinriggle', 'think', 'economy', 'investors', 'take', 'advantage', 'weak', 'economies', 'understand', 'took', 'strong', 'dollar', 'approach', 'means', 'probably', 'also', 'hike', 'another', 'months', 'like', 'ecb', 'today']",0.101,0.627,0.272,0.5994,positive
947,510,"@DavidJo85520346 Well it doesn't grow on trees
And we have a world economy, so that suggests there is some truth to how monetary systems work..
And we so need to be able to sell around the world so we are locked into those systems

America is the global currency so it's based on their design",0,1,0,2023-03-16,well doesnt grow treesand economy suggests truth monetary systems workand need able sell around locked systemsamerica global currency based design,"['well', 'doesnt', 'grow', 'treesand', 'economy', 'suggests', 'truth', 'monetary', 'systems', 'workand', 'need', 'able', 'sell', 'around', 'locked', 'systemsamerica', 'global', 'currency', 'based', 'design']",0.0,0.804,0.196,0.5267,positive
948,2825,"@BassBurg @SpeakerMcCarthy and cost us billions , lose us jobs and start a recession? Yeah crashing the US and possibly the world economy isnt gonna go over well for the GOP...They WILL lose everything.",1,0,0,2023-03-16,bassburg speakermccarthy cost us billions lose us jobs start recession yeah crashing us possibly economy isnt gonna go well gopthey lose everything,"['bassburg', 'speakermccarthy', 'cost', 'us', 'billions', 'lose', 'us', 'jobs', 'start', 'recession', 'yeah', 'crashing', 'us', 'possibly', 'economy', 'isnt', 'gonna', 'go', 'well', 'gopthey', 'lose', 'everything']",0.343,0.582,0.075,-0.7791,negative
949,1688,"""The fact that humanity is on the brink of a nuclear 3rd world war stems from the same... contradictions of the capitalist system.""
***
""reorganization of the world economy on the basis of social needs, not private profit, is a task that only the int'l working class can fulfill.""",8,0,0,2023-03-16,fact humanity brink nuclear war stems contradictions capitalist systemreorganization economy basis social needs private profit task intl working class fulfill,"['fact', 'humanity', 'brink', 'nuclear', 'war', 'stems', 'contradictions', 'capitalist', 'systemreorganization', 'economy', 'basis', 'social', 'needs', 'private', 'profit', 'task', 'intl', 'working', 'class', 'fulfill']",0.221,0.571,0.207,-0.1027,negative
950,1522,"@socialist_china China's development is peaceful based on socialism for the benefits of the people, contribute to the world economy, helping other countries to build infrastructures in a win-win cooperation, create &amp; promote green ecology to reduce carbon emissions hence reducing climate changes.",7,0,0,2023-03-16,socialistchina chinas development peaceful based socialism benefits people contribute economy helping countries build infrastructures winwin cooperation create amp promote green ecology reduce carbon emissions hence reducing climate changes,"['socialistchina', 'chinas', 'development', 'peaceful', 'based', 'socialism', 'benefits', 'people', 'contribute', 'economy', 'helping', 'countries', 'build', 'infrastructures', 'winwin', 'cooperation', 'create', 'amp', 'promote', 'green', 'ecology', 'reduce', 'carbon', 'emissions', 'hence', 'reducing', 'climate', 'changes']",0.0,0.644,0.356,0.8934,positive
951,2361,"@PuppyMaximum @Juanita62826690 US economy &amp; GDP per head may soon be outstripped by China first &amp; then India.

Neither one allies of the US.

Is the USA panicking over possible loss of its role as leading world economy?",3,0,1,2023-03-16,puppymaximum us economy amp gdp per head may soon outstripped china first amp indianeither one allies usis usa panicking possible loss role leading economy,"['puppymaximum', 'us', 'economy', 'amp', 'gdp', 'per', 'head', 'may', 'soon', 'outstripped', 'china', 'first', 'amp', 'indianeither', 'one', 'allies', 'usis', 'usa', 'panicking', 'possible', 'loss', 'role', 'leading', 'economy']",0.191,0.809,0.0,-0.6369,negative
952,241,"@DowdEdward Dunno what happens in next 2 years, but in next 5 years, world economy is going to be nuts with all the AI and mechanical automation",1,0,0,2023-03-16,dowdedward dunno happens next years next years economy going nuts ai mechanical automation,"['dowdedward', 'dunno', 'happens', 'next', 'years', 'next', 'years', 'economy', 'going', 'nuts', 'ai', 'mechanical', 'automation']",0.161,0.839,0.0,-0.3182,negative
953,1919,"One day while they completely obliterate the world economy in the next stupid, predictable, self inflicted financial crisis, I hope they can look back at this with some fond memories.",0,0,0,2023-03-16,one day completely obliterate economy next stupid predictable self inflicted financial crisis hope look back fond memories,"['one', 'day', 'completely', 'obliterate', 'economy', 'next', 'stupid', 'predictable', 'self', 'inflicted', 'financial', 'crisis', 'hope', 'look', 'back', 'fond', 'memories']",0.396,0.407,0.197,-0.7841,negative
954,2464,"We have no idea what's about to 
hit the world economy. 

I lied, some people do.

They are the ones saying everything is fine. 

¯\_(ツ)_/¯",0,0,0,2023-03-16,idea whats hit economy lied people dothey ones saying everything fine ¯ツ¯,"['idea', 'whats', 'hit', 'economy', 'lied', 'people', 'dothey', 'ones', 'saying', 'everything', 'fine', '¯ツ¯']",0.181,0.694,0.125,-0.2023,negative
955,1382,"“World economy shutdown” doomsday scenarios underrate how much inertia everyone whose made it this far has to keep doing shit even if their paycheck is a week late or whatever.  

Like, covid at least shows that crisis buys a *short* burst of ppl deciding not to be the asshole.",0,0,0,2023-03-16,“world economy shutdown” doomsday scenarios underrate inertia everyone whose made far keep shit even paycheck week late whatever like covid least shows crisis buys short burst ppl deciding asshole,"['“world', 'economy', 'shutdown”', 'doomsday', 'scenarios', 'underrate', 'inertia', 'everyone', 'whose', 'made', 'far', 'keep', 'shit', 'even', 'paycheck', 'week', 'late', 'whatever', 'like', 'covid', 'least', 'shows', 'crisis', 'buys', 'short', 'burst', 'ppl', 'deciding', 'asshole']",0.295,0.641,0.064,-0.875,negative
956,2588,"@SpeakerMcCarthy And here I thought you were a sorta smart guy. Washington doesn’t control the world economy, Qev. Blame runaway corporate profits, supply chain issues from a mishandled pandemic, things like that. Better still, go to Türkiye and see REAL inflation.",0,0,0,2023-03-16,speakermccarthy thought sorta smart guy washington doesn’t control economy qev blame runaway corporate profits supply chain issues mishandled pandemic things like better still go türkiye see real inflation,"['speakermccarthy', 'thought', 'sorta', 'smart', 'guy', 'washington', 'doesn’t', 'control', 'economy', 'qev', 'blame', 'runaway', 'corporate', 'profits', 'supply', 'chain', 'issues', 'mishandled', 'pandemic', 'things', 'like', 'better', 'still', 'go', 'türkiye', 'see', 'real', 'inflation']",0.066,0.637,0.297,0.8078,positive
957,48,"@nyetengale Globalists want to crash the world economy and take America with it, creating a catalyst for civil war in America.",0,0,0,2023-03-16,nyetengale globalists want crash economy take america creating catalyst civil war america,"['nyetengale', 'globalists', 'want', 'crash', 'economy', 'take', 'america', 'creating', 'catalyst', 'civil', 'war', 'america']",0.365,0.442,0.193,-0.6249,negative
958,240,"@Keir_Starmer Highest growth in the G7 without any idea what those  countries will be doing or how the world economy will be moving.  With no control at all over the relevant variables this seems an empty promise and a foolish one. 
Who is impressed by this sort of blather? 
Who believes him?",1,0,0,2023-03-16,keirstarmer highest growth without idea countries economy moving control relevant variables seems empty promise foolish one impressed sort blather believes,"['keirstarmer', 'highest', 'growth', 'without', 'idea', 'countries', 'economy', 'moving', 'control', 'relevant', 'variables', 'seems', 'empty', 'promise', 'foolish', 'one', 'impressed', 'sort', 'blather', 'believes']",0.145,0.558,0.297,0.6249,positive
959,2391,@HC_Richardson @SpeakerMcCarthy Beyond crashing the world economy? No,0,0,0,2023-03-16,hcrichardson speakermccarthy beyond crashing economy,"['hcrichardson', 'speakermccarthy', 'beyond', 'crashing', 'economy']",0.0,1.0,0.0,0.0,neutral
960,1480,Does it feel fishy to anyone that the world economy is getting stress tested via high interest rates the same time that #GPT4 came out?,0,0,0,2023-03-16,feel fishy anyone economy getting stress tested via high interest rates time came,"['feel', 'fishy', 'anyone', 'economy', 'getting', 'stress', 'tested', 'via', 'high', 'interest', 'rates', 'time', 'came']",0.167,0.655,0.179,0.0516,positive
961,135,"David, the eu is a contracting trade barrier-protected market: in 2011 it was 21% of world trade, in 2022 only 10%. There is 90% of world economy 'out there' to trade with on UK terms, not on the terms of 27 eu states. UK has highest growth of all G7 countries since covid.",0,0,0,2023-03-16,david eu contracting trade barrierprotected market trade economy trade uk terms terms eu states uk highest growth countries since covid,"['david', 'eu', 'contracting', 'trade', 'barrierprotected', 'market', 'trade', 'economy', 'trade', 'uk', 'terms', 'terms', 'eu', 'states', 'uk', 'highest', 'growth', 'countries', 'since', 'covid']",0.0,0.88,0.12,0.3818,positive
962,1232,"@visegrad24 Very sad! She died needlessly so that old white men can continue to enjoy power and control over the world economy for their own benefit!

Worst still your corrupt government allowed them to do it! 🤨",0,0,0,2023-03-16,sad died needlessly old white men continue enjoy power control economy benefitworst still corrupt government allowed 🤨,"['sad', 'died', 'needlessly', 'old', 'white', 'men', 'continue', 'enjoy', 'power', 'control', 'economy', 'benefitworst', 'still', 'corrupt', 'government', 'allowed', '🤨']",0.293,0.568,0.14,-0.5423,negative
963,292,"@Benjangles313 @EssmannJeff The world economy is unstable right now because of what America is doing *within its own borders*, jacking up interest rates with no regard to the global impact.

Three banks down, more to follow.

#EndTheFED",0,0,0,2023-03-16,essmannjeff economy unstable right america within borders jacking interest rates regard global impactthree banks followendthefed,"['essmannjeff', 'economy', 'unstable', 'right', 'america', 'within', 'borders', 'jacking', 'interest', 'rates', 'regard', 'global', 'impactthree', 'banks', 'followendthefed']",0.135,0.703,0.162,0.128,positive
964,2950,@bengrossbg David Sacks insisting he saved the world economy by tweeting,3,0,0,2023-03-16,bengrossbg david sacks insisting saved economy tweeting,"['bengrossbg', 'david', 'sacks', 'insisting', 'saved', 'economy', 'tweeting']",0.0,0.682,0.318,0.4215,positive
965,3048,@CryptoCowMOO @cryptoskullx Real world economy was on some bs at the start of the last bullrun with the start of corona n shit…,0,0,0,2023-03-16,cryptocowmoo cryptoskullx real economy bs start last bullrun start corona n shit…,"['cryptocowmoo', 'cryptoskullx', 'real', 'economy', 'bs', 'start', 'last', 'bullrun', 'start', 'corona', 'n', 'shit…']",0.0,1.0,0.0,0.0,neutral
966,690,"Prospects for major economies are not encouraging.

We see a challenging new phase for the world economy in 2023: Slowing growth and lingering inflation, also known as stagflation.",0,0,0,2023-03-16,prospects major economies encouragingwe see challenging new phase economy slowing growth lingering inflation also known stagflation,"['prospects', 'major', 'economies', 'encouragingwe', 'see', 'challenging', 'new', 'phase', 'economy', 'slowing', 'growth', 'lingering', 'inflation', 'also', 'known', 'stagflation']",0.0,0.67,0.33,0.6597,positive
967,2254,@GregHands @Jeremy_Hunt the world economy crashed.. seem to remember the world came to gordon brown for advice... nice attempt to rewrite history though... wont wash !,0,0,0,2023-03-16,greghands jeremyhunt economy crashed seem remember came gordon brown advice nice attempt rewrite history though wont wash,"['greghands', 'jeremyhunt', 'economy', 'crashed', 'seem', 'remember', 'came', 'gordon', 'brown', 'advice', 'nice', 'attempt', 'rewrite', 'history', 'though', 'wont', 'wash']",0.0,0.851,0.149,0.4215,positive
968,2915,"This is how much it cost the US to build 1 Virginia Sub.
If the coalition got off it’s arse 10y ago, we’d be producing here.
Question is, Is the world economy so fragile we’re being pushed to war for the sake of profit?

Nothing like a good war to make money. https://t.co/rPWjX37B22",3,0,0,2023-03-16,cost us build virginia subif coalition got it’s arse ago we’d producing herequestion economy fragile we’re pushed war sake profitnothing like good war make money,"['cost', 'us', 'build', 'virginia', 'subif', 'coalition', 'got', 'it’s', 'arse', 'ago', 'we’d', 'producing', 'herequestion', 'economy', 'fragile', 'we’re', 'pushed', 'war', 'sake', 'profitnothing', 'like', 'good', 'war', 'make', 'money']",0.228,0.614,0.158,-0.5267,negative
969,447,"@cryptoskullx u realise the real world economy is like crashing, burning and falling apart...",1,0,1,2023-03-16,cryptoskullx u realise real economy like crashing burning falling apart,"['cryptoskullx', 'u', 'realise', 'real', 'economy', 'like', 'crashing', 'burning', 'falling', 'apart']",0.144,0.631,0.225,0.2263,positive
970,1769,"With Erdogan seeking reelection, hit by the horror of the latest earthquake and corruption that led to all the deaths, Turkiye is starting to suck up to the west. Plus, Erdogan drew up a plan to reintroduce real-world economy rules in an effort to curb inflation.",1,0,0,2023-03-16,erdogan seeking reelection hit horror latest earthquake corruption led deaths turkiye starting suck west plus erdogan drew plan reintroduce realworld economy rules effort curb inflation,"['erdogan', 'seeking', 'reelection', 'hit', 'horror', 'latest', 'earthquake', 'corruption', 'led', 'deaths', 'turkiye', 'starting', 'suck', 'west', 'plus', 'erdogan', 'drew', 'plan', 'reintroduce', 'realworld', 'economy', 'rules', 'effort', 'curb', 'inflation']",0.223,0.777,0.0,-0.765,negative
971,3418,@MrRexPatrick How can executives get bonuses when we jave had the world economy stall for almost 3 years due to covid. Bank runs are happening and productivity is down. Seriously?,9,0,0,2023-03-16,mrrexpatrick executives get bonuses jave economy stall almost years due covid bank runs happening productivity seriously,"['mrrexpatrick', 'executives', 'get', 'bonuses', 'jave', 'economy', 'stall', 'almost', 'years', 'due', 'covid', 'bank', 'runs', 'happening', 'productivity', 'seriously']",0.174,0.647,0.179,0.2732,positive
972,376,@SpeakerMcCarthy Wait! Stop! You sent Terrorists to our Capital to kill fellow Americans and overthrow our Government!   If Republicans had overthrown our Government everyone’s 401k and any other retirement plan would have gone away! The entire world economy would have collapsed. 🖕🏼,0,0,0,2023-03-16,speakermccarthy wait stop sent terrorists capital kill fellow americans overthrow government republicans overthrown government everyone’s retirement plan would gone away entire economy would collapsed 🖕🏼,"['speakermccarthy', 'wait', 'stop', 'sent', 'terrorists', 'capital', 'kill', 'fellow', 'americans', 'overthrow', 'government', 'republicans', 'overthrown', 'government', 'everyone’s', 'retirement', 'plan', 'would', 'gone', 'away', 'entire', 'economy', 'would', 'collapsed', '🖕🏼']",0.384,0.616,0.0,-0.9201,negative
